,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na,geometry,lat_lon,adress,neighbourhood
10,f,strict_14_with_grace_period,f,44.0,37.77355,-122.42436,Apartment,Entire home/apt,5.0,2.0,3.0,3.0,Real Bed,30.0,14.0,91.0,10.0,10.0,10.0,9.0,10.0,9.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42436 37.77355),"37.77355,-122.42436","{'house_number': '157;159;161;163;165;167', 'road': 'Octavia Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94102', 'country': 'United States', 'country_code': 'us'}",Western Addition
11,f,strict_14_with_grace_period,f,44.0,37.78574,-122.40798,Apartment,Entire home/apt,2.0,2022-05-01 00:00:00,1.0,1.0,Real Bed,30.0,19.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.40798 37.78574),"37.78574,-122.40798","{'house_number': '111;123;125;129;131;133', 'road': 'Powell Street', 'neighbourhood': 'Union Square', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94104', 'country': 'United States', 'country_code': 'us'}",Union Square
12,f,strict_14_with_grace_period,f,10.0,37.77019,-122.44594,Apartment,Private room,2.0,4.0,1.0,2.0,Real Bed,32.0,6.0,80.0,9.0,8.0,9.0,10.0,9.0,7.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.44594 37.77019),"37.77019,-122.44594","{'amenity': 'Squat & Gobble', 'house_number': '1428', 'road': 'Haight Street', 'neighbourhood': 'Haight-Ashbury', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94117', 'country': 'United States', 'country_code': 'us'}",Haight-Ashbury
13,f,strict_14_with_grace_period,f,10.0,37.76894,-122.44778,Apartment,Private room,2.0,3.0,1.0,2.0,Real Bed,32.0,5.0,64.0,6.0,6.0,10.0,9.0,9.0,8.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.44778 37.76894),"37.76894,-122.44778","{'house_number': '1463;1465;1467', 'road': 'Waller Street', 'neighbourhood': 'Haight-Ashbury', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94117', 'country': 'United States', 'country_code': 'us'}",Haight-Ashbury
14,t,strict_14_with_grace_period,t,1.0,37.76075,-122.43032,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,3.0,390.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43032 37.76075),"37.76075,-122.43032","{'house_number': '519', 'road': 'Sanchez Street', 'neighbourhood': 'Castro District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94143', 'country': 'United States', 'country_code': 'us'}",Castro District
15,t,strict_14_with_grace_period,f,2.0,37.76203,-122.45455,Townhouse,Entire home/apt,3.0,1.0,2.0,3.0,Real Bed,30.0,16.0,95.0,9.0,9.0,9.0,9.0,9.0,9.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.45455 37.76203),"37.76203,-122.45455","{'house_number': '212', 'road': 'Edgewood Avenue', 'neighbourhood': 'Cole Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94117', 'country': 'United States', 'country_code': 'us'}",Cole Valley
16,f,moderate,f,1.0,37.75491,-122.42246,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,3.0,103.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42246 37.75491),"37.75491,-122.42246","{'house_number': '3369', 'road': '22nd Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Noe Valley
17,f,strict_14_with_grace_period,f,3.0,37.78647,-122.39072,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,90.0,14.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39072 37.78647),"37.78647,-122.39072","{'building': 'Rincon Green', 'house_number': '333', 'road': 'Harrison Street', 'neighbourhood': 'Rincon Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94105', 'country': 'United States', 'country_code': 'us'}",Rincon Hill
18,t,strict_14_with_grace_period,f,1.0,37.74888,-122.42982,Apartment,Entire home/apt,3.0,1.0,0.0,1.0,Real Bed,30.0,61.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42982 37.74888),"37.74888,-122.42982","{'amenity': 'Bethany United Methodist Church', 'house_number': '1268;1270', 'road': 'Sanchez Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Noe Valley
19,t,strict_14_with_grace_period,f,3.0,37.77252,-122.43216,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,363.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43216 37.77252),"37.77252,-122.43216","{'house_number': '332;334', 'road': 'Steiner Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '95115', 'country': 'United States', 'country_code': 'us'}",Western Addition
20,t,moderate,f,1.0,37.76349,-122.41517,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,5.0,227.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41517 37.76349),"37.76349,-122.41517","{'house_number': '2104', 'road': 'Folsom Street', 'neighbourhood': 'Mission District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",Mission District
21,t,moderate,f,1.0,37.7958,-122.41533,Loft,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,119.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41533 37.7958),"37.7958,-122.41533","{'house_number': '1215', 'road': 'Pacific Avenue', 'neighbourhood': 'Nob Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94109', 'country': 'United States', 'country_code': 'us'}",Nob Hill
22,f,strict_14_with_grace_period,f,10.0,37.7648,-122.45251,Apartment,Private room,2.0,4.0,1.0,1.0,Real Bed,32.0,14.0,78.0,8.0,8.0,10.0,10.0,10.0,7.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.45251 37.7648),"37.7648,-122.45251","{'house_number': '1050', 'road': 'Stanyan Street', 'neighbourhood': 'Cole Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94117', 'country': 'United States', 'country_code': 'us'}",Cole Valley
23,t,strict_14_with_grace_period,t,2.0,37.74556,-122.41207,Condominium,Private room,1.0,1.0,1.0,1.0,Real Bed,3.0,234.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41207 37.74556),"37.74556,-122.41207","{'house_number': '1575', 'road': 'Treat Avenue', 'neighbourhood': 'Bernal Heights', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94124', 'country': 'United States', 'country_code': 'us'}",Bernal Heights
24,t,strict_14_with_grace_period,f,1.0,37.75963,-122.44143,House,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,3.0,353.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.44143 37.75963),"37.75963,-122.44143","{'house_number': '117', 'road': 'Caselli Avenue', 'neighbourhood': 'Castro District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Castro District
25,t,strict_14_with_grace_period,f,2.0,37.75146,-122.41248,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,67.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41248 37.75146),"37.75146,-122.41248","{'tourism': 'Balmy Alley', 'road': 'Balmy Street', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",
26,t,moderate,f,1.0,37.74885,-122.43673,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,3.0,218.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43673 37.74885),"37.74885,-122.43673","{'house_number': '522;524', 'road': 'Clipper Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Noe Valley
27,t,strict_14_with_grace_period,f,2.0,37.75645,-122.3991,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,272.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.3991 37.75645),"37.75645,-122.3991","{'house_number': '856;858;860', 'road': 'Wisconsin Street', 'neighbourhood': 'Potrero Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94124', 'country': 'United States', 'country_code': 'us'}",Potrero Hill
28,t,flexible,f,1.0,37.77162,-122.43836,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,1.0,184.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43836 37.77162),"37.77162,-122.43836","{'house_number': '114', 'road': 'Broderick Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94115', 'country': 'United States', 'country_code': 'us'}",Western Addition
29,t,moderate,t,2.0,37.78716,-122.43386,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,5.0,281.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43386 37.78716),"37.78716,-122.43386","{'house_number': '1901;1903;1905;1907;1909;1911;1913', 'road': 'Fillmore Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94115', 'country': 'United States', 'country_code': 'us'}",Western Addition
30,t,moderate,f,1.0,37.74188,-122.43122,House,Private room,2.0,1.0,1.0,1.0,Real Bed,5.0,24.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43122 37.74188),"37.74188,-122.43122","{'amenity': 'Mission Education Center', 'house_number': '1670', 'road': 'Noe Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94131', 'country': 'United States', 'country_code': 'us'}",Noe Valley
31,t,strict_14_with_grace_period,f,3.0,37.77729,-122.43421,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,399.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43421 37.77729),"37.77729,-122.43421","{'tourism': 'Alamo Square', 'road': 'Grove Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94117', 'country': 'United States', 'country_code': 'us'}",Western Addition
32,t,moderate,f,1.0,37.76212,-122.39541,House,Private room,3.0,1.0,0.0,1.0,Real Bed,4.0,298.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39541 37.76212),"37.76212,-122.39541","{'house_number': '337;339', 'road': 'Texas Street', 'neighbourhood': 'Potrero Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '41907', 'country': 'United States', 'country_code': 'us'}",Potrero Hill
33,t,strict_14_with_grace_period,f,3.0,37.78895,-122.43031,House,Private room,2.0,2022-05-01 00:00:00,1.0,1.0,Real Bed,2.0,76.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43031 37.78895),"37.78895,-122.43031","{'house_number': '2018', 'road': 'Buchanan Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94123', 'country': 'United States', 'country_code': 'us'}",Western Addition
34,f,strict_14_with_grace_period,t,2.0,37.77478,-122.4315,Apartment,Entire home/apt,10.0,2.0,4.0,7.0,Real Bed,2.0,31.0,90.0,9.0,8.0,9.0,9.0,9.0,9.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.4315 37.77478),"37.77478,-122.4315","{'house_number': '823;825', 'road': 'Fell Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '95115', 'country': 'United States', 'country_code': 'us'}",Western Addition
35,f,moderate,f,1.0,37.76298,-122.43136,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,129.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43136 37.76298),"37.76298,-122.43136","{'house_number': '3828;3830', 'road': '17th Street', 'neighbourhood': 'Castro District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94143', 'country': 'United States', 'country_code': 'us'}",Castro District
36,t,strict_14_with_grace_period,t,2.0,37.76098,-122.42158,Condominium,Private room,4.0,1.0,1.0,2.0,Real Bed,1.0,25.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42158 37.76098),"37.76098,-122.42158","{'house_number': '740;742;746;748', 'road': 'Valencia Street', 'neighbourhood': 'Mission District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94143', 'country': 'United States', 'country_code': 'us'}",Mission District
37,t,strict_14_with_grace_period,f,3.0,37.73729,-122.41163,House,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,7.0,13.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41163 37.73729),"37.73729,-122.41163","{'house_number': '372', 'road': 'Nevada Street', 'neighbourhood': 'Bernal Heights', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94134', 'country': 'United States', 'country_code': 'us'}",Bernal Heights
38,f,flexible,f,1.0,37.77931,-122.50518,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,2.0,37.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.50518 37.77931),"37.77931,-122.50518","{'house_number': '495', 'road': '44th Avenue', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94121', 'country': 'United States', 'country_code': 'us'}",
39,t,moderate,f,6.0,37.78197,-122.45809,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,197.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.45809 37.78197),"37.78197,-122.45809","{'amenity': 'Roosevelt Middle School', 'house_number': '360', 'road': 'Arguello Boulevard', 'neighbourhood': 'Jordan Park', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94118', 'country': 'United States', 'country_code': 'us'}",Jordan Park
40,f,super_strict_30,f,35.0,37.7483,-122.42488,Guest suite,Entire home/apt,2.0,1.0,1.0,2.0,Real Bed,30.0,20.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42488 37.7483),"37.7483,-122.42488","{'house_number': '1316;1318;1320', 'road': 'Dolores Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Noe Valley
41,f,moderate,f,2.0,37.74093,-122.42055,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,21.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42055 37.74093),"37.74093,-122.42055","{'house_number': '330', 'road': 'Prospect Avenue', 'neighbourhood': 'Bernal Heights', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94124', 'country': 'United States', 'country_code': 'us'}",Bernal Heights
42,t,strict_14_with_grace_period,t,6.0,37.76016,-122.41969,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,96.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41969 37.76016),"37.76016,-122.41969","{'house_number': '3423;3425', 'road': '19th Street', 'neighbourhood': 'Mission District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",Mission District
43,f,moderate,f,1.0,37.78255,-122.44844,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,136.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.44844 37.78255),"37.78255,-122.44844","{'amenity': 'Sagebrook', 'house_number': '2750', 'road': 'Geary Boulevard', 'neighbourhood': 'Anza Vista', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94118', 'country': 'United States', 'country_code': 'us'}",Anza Vista
44,f,flexible,f,4.0,37.76125,-122.43335,House,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,4.0,43.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43335 37.76125),"37.76125,-122.43335","{'house_number': '4020', 'road': '18th Street', 'neighbourhood': 'Castro District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Castro District
